GeneName,Trait,GeneSymbol
Zm00001d024038,44: ints/RGB_R,-
Zm00001d024040,10: RGB_R,-
Zm00001d024043,17: GreenCoverage; 19: GreenCoverage; 37: GRVI/MGRVI/RGBVI/ExGR/rn/GLI/veg/ExG/NDI/GLI2/ExR/gn,bzip37
Zm00001d024049,17: GreenCoverage; 37: GRVI/MGRVI/ExGR/rn/GreenCoverage/veg/NDI/GLI2/ExR,-
Zm00001d024053,14: CIVE/RGBVI/GLI/ExG/gn/COM; 26: CIVE/veg/NDI/ExG/RGBVI/ExR/gn/GRVI/COM/MGRVI/GLI/ExGR/GLI2,-
Zm00001d024060,14: ints/RGB_R,-
Zm00001d024083,15: CIVE/gn/GLI/veg/COM/ExG; 24: rn/MGRVI/NDI/GRVI/ExGR/GLI2/ExR,-
Zm00001d024092,108: GreenCoverage,-
Zm00001d024101,26: IKAW,-
Zm00001d024126,94: CIVE/COM/GreenCoverage,-
Zm00001d024127,15: CIVE/COM,-
Zm00001d024128,94: MGRVI/ExR/GLI2/GRVI/NDI,LOC100280879
Zm00001d024135,37: IKAW,-
Zm00001d024153,108: GLI2,-
Zm00001d024158,24: IKAW,pco062228(755)
Zm00001d024164,65: RGBVI,-
Zm00001d024171,17: RGBVI; 19: RGB_R; 44: IKAW; 94: GreenCoverage,LOC100280573
Zm00001d024189,26: ints,-
Zm00001d024192,10: RGBVI; 65: IKAW; 80: GLI2/rn; 88: rn,-
Zm00001d024199,80: ExGR/NDI/ExR/GRVI/MGRVI,-
Zm00001d024201,94: GreenCoverage,-
Zm00001d024211,51: ints,tps13
Zm00001d024224,101: CIVE/ExG/veg/GLI/gn/GreenCoverage/COM,-
Zm00001d024228,19: CIVE/GLI/veg/COM,-
Zm00001d024231,80: ExGR/NDI/ExR/GRVI/MGRVI,ca5p5/cl42025_1
Zm00001d024234,12: RGBVI; 24: ints; 65: CIVE/COM/veg/GreenCoverage/ExG/ExGR/GLI/gn; 73: CIVE/COM; 80: CIVE/GreenCoverage/COM; 88: CIVE/COM/GreenCoverage; 94: CIVE/COM/GreenCoverage,tps23
Zm00001d024238,88: rn/GLI2,-
Zm00001d024248,12: ints/rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2,ppr*-59040
Zm00001d024301,94: RGBVI,-
Zm00001d024318,80: ExGR/NDI/ExR/GRVI/MGRVI,IDP48
Zm00001d024327,44: IKAW,cl33058_-1
Zm00001d024333,26: IKAW,LOC100285678
Zm00001d024338,44: IKAW,mkkk66
Zm00001d024339,44: IKAW,ect21
Zm00001d024342,44: IKAW/rn,pco106716b
Zm00001d024390,65: veg/RGBVI/ExG/GLI/gn; 73: ExG/GLI/gn/veg; 80: ExGR/veg; 88: gn/RGBVI/ExG/GLI; 94: GLI/ExG/RGBVI/veg/gn,-
Zm00001d024393,73: rn/GLI2; 94: CIVE/COM/GreenCoverage,igps3
Zm00001d024395,88: ExR/GRVI/MGRVI/NDI,pap24
Zm00001d024412,44: ints/RGB_R,IDP8614
Zm00001d024418,94: GreenCoverage,pza01677
Zm00001d024420,12: RGB_R; 88: CIVE/COM; 94: GreenCoverage,-
Zm00001d024421,65: IKAW,-
Zm00001d024423,108: IKAW,pol1
Zm00001d024428,88: ExR/GRVI/rn/ExGR/GLI2/MGRVI/NDI,-
Zm00001d024444,80: GLI2/NDI/GRVI/MGRVI,-
Zm00001d024450,19: CIVE/RGBVI/ExG/GLI/gn/veg/COM,-
Zm00001d024461,12: CIVE/gn/ExG/GLI/COM; 15: CIVE/veg; 24: CIVE/MGRVI/gn/NDI/COM/GRVI/ExGR/RGBVI/ExR/ExG/GLI,-
Zm00001d024467,44: ints/RGB_R,-
Zm00001d024474,65: CIVE/COM/ExG/GLI/gn; 88: gn/ExG/veg/GLI,-
Zm00001d024486,44: RGBVI/ExG/gn/GLI,tps10
Zm00001d024496,37: GRVI/MGRVI/rn/GreenCoverage/NDI/GLI2/ExR,-
Zm00001d024505,14: GLI2/IKAW/ExR/rn; 44: RGBVI/ExG/NDI/ExR/veg/MGRVI/GRVI/ExGR/gn/GLI; 94: GreenCoverage/RGBVI,-
Zm00001d024509,88: gn/RGBVI/ExG/veg/GLI/IKAW; 94: IKAW/RGBVI,-
Zm00001d024522,44: IKAW,bhlh116
Zm00001d024523,37: veg; 44: RGBVI/ExG/veg/gn/GLI; 51: RGBVI,rel2
Zm00001d024535,14: RGB_R,cl11031_1d
Zm00001d024536,88: ExR/GRVI/ExGR/MGRVI/NDI,-
Zm00001d024552,44: GreenCoverage; 73: ExG/GLI/gn/veg; 94: GLI/ExG/ExGR/veg/gn,-
Zm00001d024554,101: IKAW,-
Zm00001d024563,19: RGB_R; 51: ExGR/NDI/MGRVI/ExR/GLI2/GRVI,-
Zm00001d024572,115: GreenCoverage,Zm00001d024572
Zm00001d024575,44: MGRVI/GLI2/GreenCoverage; 80: IKAW,-
Zm00001d024579,14: MGRVI/ExGR/GLI2/GRVI/IKAW/ExR/ints/NDI/rn,-
Zm00001d024587,19: GreenCoverage,npf1
Zm00001d024597,37: RGB_R/ints; 51: rn/ints/RGB_R/GLI2,-
Zm00001d024601,44: RGB_R; 51: ints/RGB_R; 65: rn,-
Zm00001d024602,37: IKAW; 44: IKAW/ints/RGB_R,-
Zm00001d024608,51: ExGR/veg/GLI/gn/ExG/RGBVI,-
Zm00001d024612,101: RGB_R; 15: CIVE/gn/GLI/COM/ExG,-
Zm00001d024621,12: RGB_R,-
Zm00001d024625,51: ExGR/veg/GLI/gn/ExG/RGBVI,pco099889b
Zm00001d024627,94: RGB_R,mybr84
Zm00001d024629,101: ints; 94: IKAW/ints,-
Zm00001d024645,73: ints,-
Zm00001d024652,101: GRVI/ExGR/NDI/MGRVI,-
Zm00001d024675,24: RGB_R/ints; 44: IKAW,pco085368
Zm00001d024679,80: GLI,bhlh162
Zm00001d024701,101: CIVE/COM,hb18
Zm00001d024706,15: NDI/GRVI/ExR/ExGR/MGRVI,-
Zm00001d024710,44: RGBVI/ExG/veg/ExGR/gn/GLI,-
Zm00001d024711,44: RGBVI/ExG/veg/ExGR/gn/GLI,plt11
Zm00001d024751,88: CIVE/COM,Zm00001d024751
Zm00001d024759,101: CIVE/ExG/veg/GLI/gn/GreenCoverage/COM/RGBVI; 108: CIVE/COM/GreenCoverage/RGBVI; 12: RGBVI,pco064740
Zm00001d024762,15: GLI; 37: IKAW,cipk17
Zm00001d024788,115: RGB_R; 51: IKAW,si707004g09
Zm00001d024806,101: ints; 108: RGB_R/ints; 115: ints/RGB_R,-
Zm00001d024816,101: GreenCoverage; 115: RGB_R,chr122
Zm00001d024830,17: veg; 24: rn/MGRVI/NDI/RGB_R/GRVI/ExGR/GLI2/veg/ExR; 26: ints; 65: CIVE/COM; 73: ExG/GLI/gn/RGBVI/veg; 88: CIVE/gn/RGBVI/COM/ExG/veg/GLI/IKAW,-
Zm00001d024831,65: RGB_R/ints,-
Zm00001d024832,44: CIVE/COM/GreenCoverage; 51: CIVE/COM/GreenCoverage,nhx2
Zm00001d024841,115: IKAW,-
Zm00001d024894,17: GreenCoverage,-
Zm00001d024918,10: IKAW/rn; 101: ExG/veg/GLI/gn,nbcs24
Zm00001d024924,10: ints,-
Zm00001d024928,10: veg/ints/RGB_R; 101: RGB_R; 108: CIVE/gn/ExGR/COM/ExR/MGRVI/GLI/veg/GreenCoverage/GRVI/ExG/RGBVI/NDI; 115: CIVE/GreenCoverage/ExR/ExG/GLI/NDI/GLI2/COM/gn/GRVI/MGRVI/ExGR/veg; 19: GLI2/rn/ExR; 51: IKAW,c3h60
Zm00001d024952,10: ints,aco2
Zm00001d025003,101: ExG/veg/GLI/gn/GreenCoverage/RGBVI; 108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 65: veg/ExR/MGRVI/RGBVI/ints/NDI/ExG/ExGR/GLI/GRVI/gn; 73: RGBVI; 80: RGBVI/ExG/GLI/gn; 88: gn/RGBVI/ExG/veg/GLI,pza00048
Zm00001d025024,12: veg; 65: IKAW; 73: rn/IKAW,-
Zm00001d025044,17: CIVE/RGB_R/veg/GLI/gn/COM/RGBVI/ExG; 19: CIVE/RGBVI/GreenCoverage/ExG/GLI/gn/veg/COM,-
Zm00001d025052,73: RGB_R/ints,nhx13
Zm00001d025053,88: rn,-
Zm00001d025056,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 14: MGRVI/ExGR/GLI2/GRVI/IKAW/ExR/NDI/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/ExGR/MGRVI; 19: RGBVI; 37: GreenCoverage,-
Zm00001d025065,10: GLI2/ExR; 108: rn,-
Zm00001d025074,65: ExR/MGRVI/GLI2/NDI/rn/GRVI,-
Zm00001d025125,24: ints; 26: RGB_R; 65: ExR/MGRVI/NDI/GRVI,-
Zm00001d025130,37: IKAW; 44: ints/RGB_R; 51: ints/RGB_R; 65: ExR/MGRVI/GLI2/NDI/rn/GRVI; 80: RGB_R/ints; 88: GRVI/MGRVI/NDI,metp7
Zm00001d025204,12: gn/ExG/GLI; 15: GreenCoverage; 17: GreenCoverage; 19: CIVE/GreenCoverage/ExG/GLI/gn/veg/ExGR/COM; 24: CIVE/gn/COM/RGBVI/veg/ExG/GLI,-
Zm00001d025225,88: ints/RGB_R; 94: ints/RGB_R,-
Zm00001d025232,44: IKAW; 65: veg/ExR/MGRVI/RGBVI/RGB_R/ints/NDI/ExG/ExGR/GLI/GRVI/gn; 88: ints,si945027c08
Zm00001d025237,12: GreenCoverage; 15: GreenCoverage; 17: veg,LOC100381633
Zm00001d025249,17: RGB_R,tcptf17
Zm00001d025265,14: RGBVI; 15: gn/GLI/RGBVI/ExG; 17: CIVE/veg/GLI/gn/COM/RGBVI/ExG; 19: CIVE/RGBVI/ExG/GLI/gn/veg/COM; 24: CIVE/gn/COM/ExGR/RGBVI/veg/ExG/GLI; 26: CIVE/veg/NDI/ExG/RGBVI/IKAW/gn/GRVI/COM/MGRVI/GLI/ExGR,LOC103642714
Zm00001d025266,26: IKAW,-
Zm00001d025275,10: veg; 80: veg/RGBVI/ExG/GLI/gn,thx33
Zm00001d025279,73: ints,-
Zm00001d025300,14: GLI/ExG/gn; 26: IKAW,GRMZM5G845175
Zm00001d025301,12: ints; 80: CIVE/GreenCoverage/COM,-
Zm00001d025326,73: GreenCoverage; 80: CIVE/GreenCoverage/COM,IDP8244
Zm00001d025339,15: CIVE/gn/GLI/veg/GreenCoverage/COM/ExG; 17: CIVE/COM/RGBVI,sfb1
Zm00001d025349,88: rn/GLI2,-
Zm00001d025364,26: veg/ExG/RGBVI/gn/GLI,-
Zm00001d025369,65: veg/RGBVI/ExG/ExGR/GLI/gn; 88: gn/RGBVI/ExG/veg/GLI,asg42
Zm00001d025383,14: GreenCoverage,LOC103641631
Zm00001d025386,108: CIVE/gn/ExGR/COM/ExR/MGRVI/GLI/RGB_R/veg/GreenCoverage/GRVI/ints/ExG/RGBVI/NDI; 115: CIVE/GreenCoverage/ExG/GLI/NDI/COM/RGBVI/gn/GRVI/MGRVI/ExGR/veg,-
Zm00001d025433,44: rn/GLI2,pza01089
Zm00001d025449,115: GLI2/rn; 65: GLI2/rn; 73: GLI2,mpkl6
Zm00001d025453,44: IKAW,-
Zm00001d025458,10: IKAW; 12: GreenCoverage; 15: RGBVI,-
Zm00001d025463,73: CIVE/COM,-
Zm00001d025475,65: RGB_R/ints,cel16
Zm00001d025507,10: RGBVI; 14: CIVE/RGBVI/GLI/ExG/gn/COM; 44: CIVE/COM; 51: CIVE/COM/GreenCoverage; 65: RGB_R,LOC103641690
Zm00001d025528,80: GLI2/IKAW; 94: ints,dmas7
Zm00001d025541,65: veg/RGBVI/ExG/GLI/gn; 80: veg/RGBVI/ExG/GLI/gn; 88: gn/RGBVI/ExG/veg/GLI,-
Zm00001d025557,17: ExR/GLI2,-
Zm00001d025570,19: ints,ubp45
Zm00001d025590,65: CIVE/COM/GreenCoverage,GRMZM2G125424
Zm00001d025593,44: CIVE/COM,gpa2
Zm00001d025609,37: veg/ExG/gn,LOC103641731
Zm00001d025619,26: IKAW,phb2
Zm00001d025623,65: CIVE/COM/GreenCoverage; 73: RGBVI; 88: CIVE/gn/RGBVI/COM/ExG/veg/GLI; 94: RGBVI,vit2
Zm00001d025626,65: CIVE/COM/GreenCoverage; 88: RGBVI/veg,aldh26
Zm00001d025639,14: GreenCoverage,-
Zm00001d025657,65: ExR/MGRVI/NDI/ExGR/GRVI,IDP3961
Zm00001d025665,65: CIVE/COM/veg/GreenCoverage/ExG/GLI/gn; 88: veg,aaap69
Zm00001d025666,65: RGBVI/ExG/GLI/gn; 88: gn/RGBVI/ExG/veg/GLI,-
Zm00001d025667,65: CIVE/COM/GreenCoverage,mlkp2
Zm00001d025668,65: veg/RGBVI/ExG/ExGR/GLI/gn; 73: ExG/GLI/gn/RGBVI/veg; 88: gn/RGBVI/ExG/veg/ints/RGB_R/GLI; 94: RGB_R,cl29338_1
Zm00001d025670,65: ExR/MGRVI/NDI/ExGR/GRVI,-
Zm00001d025683,17: RGB_R/ints; 19: ints/RGB_R,-
Zm00001d025692,65: veg/ExR/MGRVI/RGBVI/GLI2/GreenCoverage/NDI/ExG/ExGR/GLI/GRVI/gn; 73: ExG/GLI/NDI/gn/GRVI/MGRVI/ExGR/veg; 88: ExGR,pco143308b
Zm00001d025694,65: veg; 73: ExG/GLI/gn/veg,Zm00001d025694
Zm00001d025697,88: RGBVI,-
Zm00001d025718,15: rn/ExR/IKAW/GLI2,-
Zm00001d025722,65: ints,IDP8003
Zm00001d025724,65: RGB_R/ints; 88: ints/RGB_R; 94: RGB_R,LOC100285275
Zm00001d025727,88: ints/RGB_R; 94: RGB_R,bhlh133/pub45
Zm00001d025734,15: GreenCoverage; 17: GreenCoverage; 26: ExR/rn/GLI2,-
Zm00001d025746,51: IKAW,pco094349
Zm00001d025749,65: RGB_R/ints,Zm00001eb425560
Zm00001d025751,44: GreenCoverage; 65: GreenCoverage,-
Zm00001d025763,17: ints/RGBVI; 24: CIVE/gn/COM/RGB_R/RGBVI/ints/ExG/GLI; 26: ints/RGB_R; 44: CIVE/COM/GreenCoverage,-
Zm00001d025772,15: RGB_R,pco063687
Zm00001d025773,19: RGBVI; 37: RGB_R/ints; 44: ints/RGB_R; 51: ints/RGB_R; 73: rn,sam1
Zm00001d025778,14: ints,-
Zm00001d025785,44: RGBVI,-
Zm00001d025789,88: IKAW,-
Zm00001d025795,115: CIVE/ExG/GLI/COM/gn/veg; 37: CIVE/COM/GreenCoverage; 44: CIVE/COM/GreenCoverage; 51: GreenCoverage; 65: GreenCoverage; 80: GreenCoverage/rn; 88: GreenCoverage,-
Zm00001d025796,115: CIVE/ExG/GLI/COM/gn/veg; 37: CIVE/COM/GreenCoverage; 44: CIVE/COM/GreenCoverage; 51: GreenCoverage; 65: GreenCoverage; 80: GreenCoverage; 88: GreenCoverage,-
Zm00001d025797,101: GLI2/GRVI/ExR/NDI/rn/MGRVI; 12: CIVE/COM; 17: IKAW/rn; 51: IKAW; 94: ExGR/MGRVI/ExR/GLI2/GRVI/NDI/ints/RGB_R,LOC103641819
Zm00001d025830,10: GreenCoverage; 115: ExR/NDI/GLI2/GRVI/MGRVI/ExGR/rn; 12: gn/ExG/GLI; 17: CIVE/veg/GLI/gn/COM/RGBVI/ExG; 19: GRVI/NDI/ExGR; 24: CIVE/gn/COM/RGBVI/veg/ExG/GLI; 44: RGBVI/ExG/veg/ExGR/gn/GLI,dcl4
Zm00001d025846,101: IKAW,glu23
Zm00001d025862,88: gn/RGBVI/ExG/veg/ExGR/GLI,cl189_1b
Zm00001d025869,88: ints/RGB_R; 94: ints/RGB_R,bnlg1074
Zm00001d025870,88: ints/RGB_R; 94: ints/RGB_R,ppr513
Zm00001d025877,80: GLI2,-
Zm00001d025899,37: IKAW,xrn5
Zm00001d025914,12: ints,-
Zm00001d025933,26: veg/ints/RGB_R/ExG/RGBVI/gn/GLI; 37: RGB_R,-
Zm00001d025946,10: RGB_R,umc1506
Zm00001d025962,12: ints/RGB_R; 51: veg/GLI/gn/ExG/RGBVI; 80: veg/RGBVI/ExG/GLI/gn,-
Zm00001d025977,115: ints/RGB_R,ysl3
Zm00001d025979,65: IKAW,Zm00001d025979
Zm00001d025980,10: GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 14: GLI2/ExR; 15: rn/ExR/GLI2; 80: rn,-
Zm00001d025981,12: ints,-
Zm00001d025982,12: ints,thx31
Zm00001d025987,115: GLI2/rn,-
Zm00001d025990,80: RGB_R/ints,-
Zm00001d026003,12: CIVE/COM; 14: CIVE,LOC103642860
Zm00001d026010,94: RGBVI,LOC103641914/Zm00001eb428010
Zm00001d026028,101: CIVE/ExG/veg/ExGR/GLI/gn/COM,flz36
Zm00001d026030,108: ExR/MGRVI/GLI2/GRVI/NDI/rn; 115: ExGR,cl35348_1
Zm00001d026041,88: veg,mrpa13
Zm00001d026057,44: rn/GLI2,-
Zm00001d026077,73: GreenCoverage,-
Zm00001d026078,101: GreenCoverage,-
Zm00001d026079,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 15: rn/ExR/GLI2,-
Zm00001d026088,73: GreenCoverage,ocl2
Zm00001d026089,10: RGBVI; 12: CIVE/COM/veg; 14: CIVE/RGBVI/veg/GLI/ExG/gn/COM; 15: CIVE/gn/GLI/RGBVI/veg/COM/ExG; 73: GreenCoverage,-
Zm00001d026091,73: GreenCoverage,pco071747a
Zm00001d026097,73: CIVE/COM/GreenCoverage,GRMZM2G017414
Zm00001d026098,44: NDI/ExR/MGRVI/GRVI/ExGR; 51: ExGR/veg; 73: CIVE/GreenCoverage,-
Zm00001d026103,73: CIVE/COM/GreenCoverage,umc44a
Zm00001d026106,10: GreenCoverage,glk41
Zm00001d026127,19: GreenCoverage; 37: rn; 80: NDI/ExR/GRVI/MGRVI,mmp71
Zm00001d026135,88: gn/ExG/GLI,msl8
Zm00001d026143,94: CIVE/COM/GreenCoverage,IDP7210
Zm00001d026158,73: CIVE/COM/GreenCoverage,gras79
Zm00001d026163,108: GreenCoverage; 115: CIVE/GreenCoverage/COM,IDP134
Zm00001d026165,94: GLI/ExG/RGBVI/gn,-
Zm00001d026166,44: RGBVI/ExG/veg/gn/GLI,IDP4955
Zm00001d026192,115: RGB_R,-
Zm00001d026195,73: RGBVI,-
Zm00001d026197,37: IKAW,myb9
Zm00001d026214,80: GLI2/rn,pco068000
Zm00001d026222,37: IKAW,-
Zm00001d026253,51: ExGR/veg/GLI/NDI/gn/MGRVI/ExG/ExR/RGBVI/GRVI; 65: ExR/MGRVI/NDI/GRVI; 80: ExGR; 94: ints,cl36308_1b
Zm00001d026254,15: GreenCoverage; 19: RGBVI/GreenCoverage; 26: CIVE/veg/ExG/RGBVI/gn/COM/GLI,-
Zm00001d026263,65: RGB_R/ints; 88: RGB_R,si486016f12b
Zm00001d026270,108: RGBVI; 115: CIVE/ints/ExG/GLI/COM/RGBVI/gn/RGB_R/veg; 14: veg,phd9
Zm00001d026273,17: CIVE/GLI/gn/COM/RGBVI/ExG; 19: CIVE/RGBVI/ExG/GLI/gn/veg/COM; 24: CIVE/MGRVI/gn/IKAW/NDI/COM/GRVI/ExGR/RGBVI/veg/ExR/ExG/GLI; 26: CIVE/veg/NDI/GreenCoverage/ExG/RGBVI/gn/GRVI/COM/MGRVI/GLI/ExGR; 65: ints,ufg15
Zm00001d026277,15: ints; 19: rn/IKAW; 24: CIVE/MGRVI/gn/NDI/COM/RGB_R/GRVI/ExGR/GreenCoverage/RGBVI/veg/ExR/ExG/GLI; 26: CIVE/veg/NDI/ExG/RGBVI/gn/GRVI/COM/MGRVI/GLI/ExGR,cpx2
Zm00001d026280,37: CIVE/COM; 44: NDI/ExR/MGRVI/GLI2/GRVI/GreenCoverage; 51: NDI/MGRVI/ExR/GRVI; 65: CIVE/COM/MGRVI/GreenCoverage/NDI/ExGR/GRVI,-
Zm00001d026281,65: RGB_R/ints,pdcb55
Zm00001d026286,44: IKAW,rps11
Zm00001d026290,19: ints; 44: CIVE/COM,si707083e03
Zm00001d026303,10: GreenCoverage; 65: RGB_R/ints,Zm00001d026303
Zm00001d026304,24: RGB_R; 44: ints/RGB_R,-
Zm00001d026305,17: IKAW/MGRVI/ExR/GLI2/NDI/rn/GRVI/ExGR; 24: RGB_R; 44: CIVE/COM,ca2p7
Zm00001d026317,14: ints,bhlh7
Zm00001d026346,65: RGB_R/ints,cl862_1(759)
Zm00001d026359,65: ExR/MGRVI/NDI/GRVI,-
Zm00001d026362,115: GLI2/rn; 24: rn/MGRVI/NDI/GRVI/ExGR/GLI2/veg/ExR,mybr71
Zm00001d026363,44: CIVE/COM; 51: CIVE/COM/GreenCoverage; 73: ExGR/veg; 88: gn/RGBVI/ExG/veg/IKAW,prh76
Zm00001d026374,15: GreenCoverage; 44: rn/GLI2,-
Zm00001d026376,12: IKAW,Zm00001d026376
Zm00001d026387,51: rn/GLI2,-
Zm00001d026392,17: GLI/gn/RGBVI/ExG; 80: RGBVI/GLI,cl3044_1c
Zm00001d026396,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 12: ints; 15: IKAW/ints,cl13411_1e
Zm00001d026406,17: GLI/gn/ExG; 24: GreenCoverage,-
Zm00001d026425,88: RGBVI,pco068227
Zm00001d026427,10: ExGR,-
Zm00001d026431,94: GreenCoverage,ga20ox9
Zm00001d026438,65: GLI2/rn,-
Zm00001d026439,80: GLI2,pco127780
Zm00001d026447,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2,ereb156
Zm00001d026448,65: RGB_R/ints; 94: ints,ereb212
Zm00001d026452,73: IKAW,umc1176
Zm00001d026456,19: RGB_R,mybr65
Zm00001d026458,73: CIVE/COM/GreenCoverage,ccp3
Zm00001d026459,14: veg/ExG/gn; 15: CIVE/gn/GLI/veg/COM/ExG; 17: veg; 19: CIVE/GRVI/MGRVI/NDI/ExG/GLI/gn/veg/ExGR/COM/ExR; 24: CIVE/rn/MGRVI/NDI/COM/RGB_R/GRVI/ExGR/GLI2/veg/ExR; 26: veg/NDI/ExR/GRVI/MGRVI/ExGR,-
Zm00001d026473,88: CIVE/COM,-
Zm00001d026475,80: RGBVI,umc2203
Zm00001d026501,65: IKAW; 73: rn/IKAW,gln1/LOC103642147
Zm00001d026505,65: IKAW; 73: IKAW,-
Zm00001d026512,73: IKAW,LOC100285180
Zm00001d026514,37: IKAW; 73: IKAW,ipk1
Zm00001d026515,37: IKAW,vp10
Zm00001d026516,37: IKAW,cl15947_1b
Zm00001d026517,37: IKAW; 73: IKAW,-
Zm00001d026518,37: IKAW,bsdtf10
Zm00001d026519,108: ExGR/MGRVI/GLI/GRVI/NDI; 115: ExG/GLI/gn/veg,-
Zm00001d026522,101: RGBVI; 115: ints/RGB_R; 12: ints/rn/ExR/IKAW/GLI2; 19: ints; 37: IKAW; 44: ints/RGB_R; 73: CIVE/COM/GreenCoverage; 80: RGB_R/NDI/ExR/ints/GRVI/MGRVI; 88: GRVI/MGRVI/NDI,Zm00001eb432870
Zm00001d026528,73: IKAW,Zm00001eb432870
Zm00001d026532,17: veg,rcc30
Zm00001d026533,108: ExGR/ExR/MGRVI/GLI2/GRVI/NDI/rn,-
Zm00001d026537,15: ints,hb122
Zm00001d026541,10: ints; 108: CIVE/gn/ExGR/COM/ExR/MGRVI/GLI/veg/GreenCoverage/GRVI/ExG/RGBVI/NDI; 115: CIVE/GreenCoverage/ExG/GLI/NDI/COM/RGBVI/gn/GRVI/MGRVI/ExGR/veg,si614097a09
Zm00001d026542,108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG; 115: CIVE/COM,glk52
Zm00001d026543,108: IKAW,c3h52/plap1
Zm00001d026580,37: GRVI/MGRVI/RGBVI/ExGR/GLI/veg/ExG/NDI/ExR/gn,-
Zm00001d026587,101: ExG/veg/GLI/gn/RGBVI,c3h14
Zm00001d026591,24: CIVE/gn/COM/RGBVI/ExG/GLI,umc2021
Zm00001d026592,24: IKAW,-
Zm00001d026593,88: veg,cl34259_2
Zm00001d026612,65: RGBVI/ExG/ExGR/GLI/gn; 88: ints,si614066c03
Zm00001d026614,26: NDI/ExR/GRVI/MGRVI/GLI2; 65: MGRVI/GLI2/NDI/GRVI,prmt5
Zm00001d026618,73: ExG/GLI/gn/RGBVI,cl7637_1
Zm00001d026635,88: IKAW,alla1
Zm00001d026653,101: ints/RGB_R,bsk6
Zm00001d026670,101: ints/RGB_R,IDP8177
Zm00001d026677,10: gn/ExG/GLI,atg1t
Zm00001d026695,12: ints/rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/RGBVI/GLI2,si829007e03
Zm00001d026702,108: ints,Zm00001eb434510
Zm00001d026709,108: GreenCoverage; 115: GreenCoverage,-
Zm00001d026744,115: IKAW,-
Zm00001d026761,65: ExGR; 80: ExGR/NDI/ExR/GLI/GRVI/MGRVI,-
Zm00001d026796,80: IKAW/ints,-
Zm00001d026848,17: GreenCoverage; 19: GreenCoverage; 26: RGBVI,-
Zm00001d026864,101: CIVE/GRVI/ExGR/NDI/COM/MGRVI; 108: ExGR/ExR/GLI2/rn; 115: ExR/ExG/GLI/NDI/GLI2/RGBVI/gn/GRVI/MGRVI/ExGR/rn/veg; 26: CIVE/veg/NDI/ExG/RGBVI/gn/GRVI/COM/MGRVI/GLI/ExGR; 37: GLI/veg/ExG/gn; 51: IKAW; 73: rn/GLI2; 80: IKAW,-
Zm00001d026876,17: RGB_R/ints,-
Zm00001d026884,10: COM/CIVE/gn/veg/ExG/GLI; 26: IKAW; 37: RGB_R/ints; 44: RGB_R; 51: ints/RGB_R; 80: ExGR/veg/RGBVI/ExG/GLI/gn,-
Zm00001d026925,108: gn/ExGR/ExR/MGRVI/GLI/RGB_R/veg/GRVI/ExG/RGBVI/NDI; 115: CIVE/ExR/ExG/GLI/NDI/COM/RGBVI/gn/GRVI/MGRVI/ExGR/veg,-
Zm00001d026926,108: gn/ExGR/ExR/MGRVI/GLI/RGB_R/veg/GRVI/ExG/RGBVI/NDI; 115: CIVE/ExR/ExG/GLI/NDI/COM/RGBVI/gn/GRVI/MGRVI/ExGR/veg,-
Zm00001d026953,73: RGBVI,-
Zm00001d026990,12: GRVI/ExR/ExGR/MGRVI/NDI; 51: IKAW,-
Zm00001d027006,94: ints,-
Zm00001d027022,73: IKAW; 80: RGBVI,-
Zm00001d027023,17: IKAW/MGRVI/ExR/GLI2/NDI/rn/GRVI/ExGR,-
Zm00001d027026,94: ExR,-
Zm00001d027037,88: rn/IKAW; 94: IKAW,-
Zm00001d027124,44: ints; 80: RGB_R,-
Zm00001d027167,65: RGB_R/ints,-
Zm00001d027175,19: CIVE/RGBVI/ExG/GLI/gn/veg/COM,-
Zm00001d027231,14: ints; 88: ExR/GRVI/ExGR/MGRVI/NDI,pco082477
Zm00001d027240,108: rn; 14: IKAW,Zm00001eb000070
Zm00001d027254,10: ints/RGB_R; 14: ints/RGB_R,-
Zm00001d027259,14: CIVE/veg/COM; 17: MGRVI/ExR/NDI/GRVI/ExGR,LOC100278565
Zm00001d027271,73: GreenCoverage,-
Zm00001d027273,17: ints; 37: rn/GLI2,-
Zm00001d027278,14: CIVE/RGBVI/veg/GLI/ExG/gn/COM; 26: IKAW; 37: CIVE/COM; 44: CIVE/COM/GreenCoverage; 51: CIVE/COM; 65: CIVE/COM/veg/RGBVI/GreenCoverage/ExG/GLI/gn; 73: ExG/GLI/gn/RGBVI/ExGR/veg; 80: CIVE/ExGR/veg/COM/NDI/RGBVI/ExG/GLI/gn/GRVI/MGRVI; 88: CIVE/COM/veg,thk1
